App,Category,Rating,Reviews,Size,Installs,Type,Price ($),Content Rating,Genres,Last Updated,Current Ver,Android Ver
NoColorColorbyNumber,FAMILY,4.4,23474,8.8M,5000000,Free,0,Everyone,Casual;Creativity,26/07/2018,1.0.7,4.1 and up
NoDiamondColorsbyNumber,FAMILY,4.6,9016,24M,1000000,Free,0,Everyone,Entertainment;Creativity,06/08/2018,0.9.34,4.1 and up
CBRegister,FAMILY,5,1,5.6M,10,Free,0,Everyone,Entertainment,27/06/2018,1,4.1 and up
ColorbyNumberPixelArt,FAMILY,4.6,12034,34M,1000000,Free,0,Everyone,Entertainment,26/05/2018,4.8,4.1 and up
CDCHOICETUBE,FAMILY,5,10,5.8M,500,Free,0,Everyone,Entertainment,23/07/2017,0.0.4,4.1 and up
HalloweenSandboxNumberColoringColorByNumber,FAMILY,4.4,289,19M,100000,Free,0,Everyone,Entertainment,17/02/2018,1.2,4.1 and up
CGFM,FAMILY,5,2,6.6M,500,Free,0,Everyone,Entertainment,31/01/2018,1.0.9,4.1 and up
FlexBook,FAMILY,4.3,104,12M,10000,Free,0,Everyone,Education;Education,21/05/2018,1.0.6,4.1 and up
CKPhysicsSimulations,FAMILY,4.1,30,24M,5000,Free,0,Everyone,Education;Education,18/04/2018,1.0.7,4.1 and up
ButterflyPixelArtcoloringbynumber,FAMILY,4.6,769,13M,100000,Free,0,Everyone,Entertainment,04/04/2018,1.06,4.1 and up
PaintingByNumbers,FAMILY,4.1,213,26M,50000,Free,0,Everyone,Puzzle;Brain Games,08/06/2018,1.2.100,4.1 and up
CanKnockdown,FAMILY,4.1,155649,38M,10000000,Free,0,Everyone,Casual,11/07/2018,1.38,4.1 and up
CKPracticeMathScience,FAMILY,4.2,562,20M,50000,Free,0,Everyone,Education;Education,21/12/2017,3.8.0.251918,4.1 and up
CodesforGTASanAndreas,FAMILY,3.8,12414,13M,1000000,Free,0,Everyone,Entertainment,04/08/2017,1.0.0,4.1 and up
BurritoBashWeBareBears,FAMILY,4.3,10776,21M,1000000,Free,0,Everyone,Arcade;Action & Adventure,26/10/2017,3.4,4.1 and up
CNResident,FAMILY,5,1,64M,100,Free,0,Everyone,Entertainment,22/05/2017,40.1,4.1 and up
WeBareBearsMatchRepairs,FAMILY,4.7,39153,98M,1000000,Free,0,Everyone,Puzzle,25/07/2018,1.1.7,4.1 and up
MagiMobileMightyMagiswords,FAMILY,4.2,120035,45M,5000000,Free,0,Everyone,Entertainment;Action & Adventure,04/01/2018,1.0.11,4.1 and up
CPevolutioncalculatorPokemo,FAMILY,4.1,78,787k,10000,Free,0,Everyone,Educational,26/02/2017,1.3,4.1 and up
SoundtrackAttack,FAMILY,4.3,96045,25M,5000000,Free,0,Everyone,Action;Action & Adventure,26/07/2016,1.0.4,4.1 and up
DotsCoAPuzzleAdventure,FAMILY,4.5,81001,85M,1000000,Free,0,Everyone,Puzzle,27/04/2018,2.15.2,4.1 and up
ChestSimulatorforClashRoyale,FAMILY,4.4,4756,33M,100000,Free,0,Everyone,Simulation,19/07/2018,1.1.9,4.1 and up
CPCalculator,FAMILY,4.1,187,2.9M,10000,Free,0,Everyone,Entertainment,13/09/2016,3.21,4.1 and up
PlanetofCubesSurvivalCraft,FAMILY,3.9,475944,35M,10000000,Free,0,Everyone,Simulation,26/06/2018,4.5.4,4.1 and up
CXwatcher,FAMILY,4.5,4,30M,500,Free,0,Everyone,Casual,21/06/2018,1.5_6,4.1 and up
PLAYzonecz,FAMILY,4.4,14,7.3M,500,Free,0,Everyone,Entertainment,07/11/2017,2.1.3,4.1 and up
GlamDollSalonChicFashion,FAMILY,4,93898,44M,10000000,Free,0,Everyone,Casual,26/05/2017,1.1,4.1 and up
Dr,FAMILY,3.9,1985,3.5M,500000,Free,0,Everyone,Puzzle,30/12/2017,1.05,4.1 and up
DrPandaIceCreamTruckFree,FAMILY,4.4,23022,80M,1000000,Free,0,Everyone,Role Playing;Pretend Play,02/08/2018,2.16,4.1 and up
DBforHustleCastle,FAMILY,4.8,21,49M,1000,Free,0,Everyone,Role Playing,04/07/2018,1.1,4.1 and up
PKandDKAudioApp,FAMILY,5,2,3.9M,100,Free,0,Everyone,Entertainment,25/10/2017,5.1.4,4.1 and up
EscapethePrisonRoom,FAMILY,3.5,113183,36M,5000000,Free,0,Everyone,Puzzle,15/12/2017,10.6,4.1 and up
LEGODCMightyMicros,FAMILY,4.3,139545,63M,10000000,Free,0,Everyone,Racing;Action & Adventure,30/01/2018,1.6.1326,4.1 and up
AnimeLoveStoryGamesShadowtime,FAMILY,4.7,198480,82M,5000000,Free,0,Everyone,Simulation,03/08/2018,20,4.1 and up
DownloadVideoFree,FAMILY,4,39682,6.2M,1000000,Free,0,Everyone,Entertainment,03/04/2018,3.5.5,4.1 and up
DHUFO,FAMILY,3,4,8.0M,1000,Free,0,Everyone,Entertainment,08/06/2017,1,4.1 and up
ResultsforDCLottery,FAMILY,4.4,160,8.5M,5000,Free,0,Everyone,Entertainment,11/03/2017,5.1,4.1 and up
DQSalmaanAfanmadeApp,FAMILY,4.9,707,6.0M,10000,Free,0,Everyone,Entertainment,04/02/2018,1.5,4.1 and up
ProfilePicturesBestDPStatus,FAMILY,4.3,131,5.4M,50000,Free,0,Everyone,Entertainment,29/11/2017,1.2.1,4.1 and up
BestDPAndVideoStatusForWhatsapp,FAMILY,4.2,91,3.8M,10000,Free,0,Everyone,Entertainment,31/05/2018,9,4.1 and up
DOYOUKNOWTHEWAYSoundboard,FAMILY,4.5,1007,5.2M,100000,Free,0,Everyone,Entertainment,01/07/2018,7,4.1 and up
TalkingHuskyDog,FAMILY,4.4,26545,40M,1000000,Free,0,Everyone,Casual,20/07/2018,2.08,4.1 and up
TalkingTomBubbleShooter,FAMILY,4.4,687136,54M,50000000,Free,0,Everyone,Casual,25/05/2018,1.5.3.20,4.1 and up
DPStatus,FAMILY,4.3,1922,4.7M,500000,Free,0,Everyone,Entertainment,09/01/2018,1.13,4.1 and up
DrSudoku,FAMILY,3.5,2310,3.1M,500000,Free,0,Everyone,Puzzle,04/01/2018,1.06,4.1 and up
SuperDrParkingD,FAMILY,4,4518,41M,1000000,Free,0,Everyone,Simulation,17/12/2017,3.3,4.1 and up
DrUnblock,FAMILY,3.9,3847,4.3M,1000000,Free,0,Everyone,Puzzle,03/01/2018,1.05,4.1 and up
DoctorKids,FAMILY,4.2,200450,25M,10000000,Free,0,Everyone,Casual;Pretend Play,26/07/2018,1.39,4.1 and up
RealCarDrParkingMasterParkingGames,FAMILY,4.2,3345,27M,1000000,Free,0,Everyone,Simulation,12/05/2018,1,4.1 and up
CritDiceDiceRoller,FAMILY,4.7,2910,5.3M,50000,Free,0,Everyone,Entertainment,30/10/2016,2.0.0,4.1 and up
DrivingTest,FAMILY,2.9,975,45M,100000,Free,0,Everyone,Simulation,27/02/2017,5,4.1 and up
DisasterWillStrike,FAMILY,4.5,14692,45M,1000000,Free,0,Everyone,Puzzle,19/07/2018,1.173.126,4.1 and up
BadPiggiesHD,FAMILY,4.4,764967,69M,10000000,Free,0,Everyone,Puzzle,05/07/2018,2.3.4,4.1 and up
SportCarSimulator,FAMILY,4,48731,68M,5000000,Free,0,Everyone,Simulation,19/04/2018,4.0.5,4.1 and up
AirplanePilotCarTransporter,FAMILY,4.1,182363,62M,10000000,Free,0,Everyone,Simulation,27/07/2018,2.1.8,4.1 and up
DXSimulationforXaidDxBelt,FAMILY,4,35,48M,5000,Free,0,Everyone,Simulation,04/08/2018,1.6,4.1 and up
DVLotterySimulator,FAMILY,4.6,13,1.3M,1000,Free,0,Everyone,Entertainment,20/10/2016,1.1,4.1 and up
BusDriverDHillStation,FAMILY,4.3,31705,49M,5000000,Free,0,Everyone,Simulation,06/11/2017,1.7,4.1 and up
DXSimulationBeltforBuildhenshin,FAMILY,4.5,182,39M,10000,Free,0,Everyone,Simulation,11/07/2018,2,4.1 and up
DXSimulationforOOODxBelt,FAMILY,4.6,67,31M,10000,Free,0,Everyone,Simulation,04/08/2018,1.7,4.1 and up
DXSimulationBeltforDecadehenshin,FAMILY,4.5,64,32M,5000,Free,0,Everyone,Simulation,27/07/2018,3,4.1 and up
LaPoupeduVoyant,FAMILY,4.4,265,8.2M,50000,Free,0,Everyone,Entertainment,06/01/2017,1.0.0,4.1 and up
DJMixEffectsSimulator,FAMILY,4.1,5997,20M,1000000,Free,0,Everyone,Simulation,26/01/2018,1.1,4.1 and up
EuroTruckDriverSimulator,FAMILY,4.4,860078,30M,10000000,Free,0,Everyone,Simulation,15/02/2018,1.6.0,4.1 and up
CookingintheKitchen,FAMILY,4.1,217736,87M,10000000,Free,0,Everyone,Casual;Pretend Play,02/08/2018,1.1.64,4.1 and up
KissMeLipKissingTest,FAMILY,3.5,191,5.0M,50000,Free,0,Everyone,Entertainment,18/05/2018,5,4.1 and up
DoNotDisturbChallengeYourPrankSkills,FAMILY,4,34417,48M,1000000,Free,0,Everyone,Educational,06/08/2018,1.0.9,4.1 and up
ToiletEkPremKathaSongsLyricsinHindi,FAMILY,4.7,3,2.0M,1000,Free,0,Everyone,Entertainment,10/08/2017,1,4.1 and up
LilyLeoCrazyCircusDay,FAMILY,3.6,8091,43M,1000000,Free,0,Everyone,Casual;Pretend Play,05/06/2018,1.0.8,4.1 and up
LudoFamilyDiceGame,FAMILY,4.2,3593,19M,500000,Free,0,Everyone,Board;Brain Games,07/03/2018,1.4,4.1 and up
MashaandtheBearGoodNight,FAMILY,4.6,29155,83M,1000000,Free,0,Everyone,Educational;Pretend Play,26/07/2018,1.0.4,4.1 and up
MashaandtheBearClimbRacingandCarGames,FAMILY,4.5,2200,73M,1000000,Free,0,Everyone,Racing;Pretend Play,23/07/2018,1.1.0,4.1 and up
MashaandTheBearPuzzleGame,FAMILY,4.3,13330,73M,1000000,Free,0,Everyone,Puzzle;Brain Games,24/05/2018,2,4.1 and up
LearntocodewithelChavo,FAMILY,3.9,5933,60M,1000000,Free,0,Everyone,Educational,27/03/2018,2.6,4.1 and up
MashaandtheBearHouseCleaningGamesforGirls,FAMILY,4.5,43852,77M,10000000,Free,0,Everyone,Role Playing;Pretend Play,19/07/2018,1.9.10,4.1 and up
MashaandTheBearJamDayMatchgamesforkids,FAMILY,4.6,50060,98M,1000000,Free,0,Everyone,Puzzle;Brain Games,07/08/2018,1.4.83,4.1 and up
FreegamesMashaandtheBear,FAMILY,4.3,34514,60M,5000000,Free,0,Everyone,Puzzle;Brain Games,20/07/2018,1.2.8,4.1 and up
MashaandBearCookingDash,FAMILY,4.3,151374,54M,10000000,Free,0,Everyone,Role Playing;Brain Games,05/06/2018,1.2.7,4.1 and up
MomDoctorEREmergencyFamilyGame,FAMILY,3.5,173,49M,10000,Free,0,Everyone,Educational,26/01/2018,1.0.0,4.1 and up
Voicechangerwitheffects,FAMILY,4.2,1260903,8.7M,50000000,Free,0,Everyone,Entertainment,02/08/2018,3.4.8,4.1 and up
PocketMortys,FAMILY,4.5,174215,93M,10000000,Free,0,Everyone,Simulation,03/08/2018,2.5.2,4.1 and up
PregnantMomEREmergencyDoctorHospitalGames,FAMILY,4,325,27M,50000,Free,0,Everyone,Educational,12/06/2018,1.2,4.1 and up
DentistSurgeryEREmergencyDoctorHospitalGames,FAMILY,3.5,2580,53M,100000,Free,0,Everyone,Simulation,06/07/2018,10,4.1 and up
HospitalEREmergencyHeartSurgeryDoctorGames,FAMILY,3.8,1652,71M,100000,Free,0,Everyone,Simulation,11/07/2018,10,4.1 and up
LifeguardBeachRescueEREmergencyHospitalGames,FAMILY,3.9,519,76M,100000,Free,0,Everyone,Simulation,07/08/2018,12,4.1 and up
DoctorXEROnWheels,FAMILY,3.6,12781,51M,1000000,Free,0,Everyone,Casual;Pretend Play,06/06/2018,1.0.9,4.1 and up
ERHeartSurgeryEmergencySimulatorGame,FAMILY,4.3,429,40M,100000,Free,0,Everyone,Educational,19/07/2018,2,4.1 and up
EstoEsGuerraTVN,FAMILY,4.5,1303,13M,100000,Free,0,Everyone,Entertainment,24/07/2018,1.7.2,4.1 and up
OMGGrossZitDateNightmare,FAMILY,3.7,70105,67M,10000000,Free,0,Everyone,Casual,06/06/2018,1.0.3,4.1 and up
SubwaySimulatorD,FAMILY,4,25489,62M,1000000,Free,0,Everyone,Simulation,06/08/2018,2.9.0,4.1 and up
PokeTypeDex,FAMILY,4.6,36813,33M,500000,Free,0,Everyone,Entertainment,01/05/2018,4.2.0,4.1 and up
DollHouseDesignDecorationGirlsHouseGame,FAMILY,3.9,2338,45M,100000,Free,0,Everyone,Simulation,29/05/2018,1.1,4.1 and up
Whoviewedmyfbprofilepro,FAMILY,4.5,6396,4.2M,100000,Free,0,Everyone,Entertainment,17/08/2017,24.4,4.1 and up
KidsDoctorEREmergencyRescueKidsHospitalGame,FAMILY,3.8,515,85M,100000,Free,0,Everyone,Simulation,20/07/2018,7,4.1 and up
HairsaloonSpasalon,FAMILY,4.2,38473,23M,10000000,Free,0,Everyone,Casual;Pretend Play,11/04/2018,1.0.5,4.1 and up
AirplaneFlyHawaii,FAMILY,4.1,83427,16M,1000000,Free,0,Everyone,Simulation,30/01/2015,2.6,4.1 and up
DoctorGamesForGirlsHospitalER,FAMILY,4.5,51,39M,5000,Free,0,Everyone,Casual,16/04/2018,2.1,4.1 and up
HandDoctorGamesERSurgerySimulator,FAMILY,4.1,120,32M,10000,Free,0,Everyone,Casual,13/03/2018,2,4.1 and up
CastleClashRPGWarandStrategyFR,FAMILY,4.7,376223,24M,1000000,Free,0,Everyone,Strategy,18/07/2018,1.4.2,4.1 and up
ModernCounterFPSMultiplayersbattlegro,FAMILY,4.1,17,50M,1000,Free,0,Everyone,Strategy,16/03/2018,15,4.1 and up
UnionLeague,FAMILY,4,939,38M,10000,Free,0,Everyone,Role Playing,08/06/2018,1.0.0.96,4.1 and up
LearnEnglishWordsFree,EDUCATION,4.6,172640,14M,5000000,Free,0,Everyone,Education,02/05/2018,2.6.2,4.1 and up
KhanAcademy,EDUCATION,4.6,85375,21M,5000000,Free,0,Everyone,Education,27/07/2018,5.0.0,4.1 and up
CallFreeFreeCall,COMMUNICATION,4.3,30209,15M,5000000,Free,0,Everyone,Communication,28/07/2018,1.3.4,4.1 and up
CricketVisualVoicemail,COMMUNICATION,3.9,13698,5.1M,10000000,Free,0,Everyone,Communication,02/07/2018,3.2.0.100171,4.1 and up
BeautySelfieCamera,BEAUTY,4.2,2225,52M,500000,Free,0,Everyone,Beauty,28/02/2018,1.6,4.1 and up
FacialWrinkleReduction,BEAUTY,4.6,184,21M,10000,Free,0,Everyone,Beauty,02/07/2018,1.5,4.1 and up
BukalapakBuyandSellOnline,SHOPPING,4.4,662287,21M,10000000,Free,0,Everyone,Shopping,03/08/2018,4.26.7,4.1 and up
BuscapOffersanddiscounts,SHOPPING,4.4,108592,8.3M,10000000,Free,0,Everyone,Shopping,24/07/2018,4.7.5,4.1 and up
Goldentelegram,SOCIAL,4.3,374,20M,50000,Free,0,Everyone,Social,30/07/2018,T4.6.5-tl2.0.1,4.1 and up
FindSaveLocalShopping,SHOPPING,4,4602,6.2M,500000,Free,0,Everyone,Shopping,22/12/2017,3.0.0,4.1 and up
PrimeDelivery,MEDICAL,5,3,53M,10,Free,0,Everyone,Medical,13/07/2018,0.1,4.1 and up
GalaxiesofHope,MEDICAL,5,2,24M,50,Free,0,Everyone,Medical,27/07/2018,1,4.1 and up
TabletReminder,MEDICAL,5,4,2.5M,5,Free,0,Everyone,Medical,03/08/2018,1,4.1 and up
ModclothUniqueIndieWomensFashionStyle,SHOPPING,4.2,5121,8.8M,500000,Free,0,Everyone,Shopping,13/07/2018,9.0.30,4.1 and up
IbottaCashBackSavingsRewardsCouponsApp,SHOPPING,4.5,315908,52M,10000000,Free,0,Everyone,Shopping,01/08/2018,5.21.1,4.1 and up
MagazineLuizaOnlineShopping,SHOPPING,4.3,109124,22M,10000000,Free,0,Everyone,Shopping,02/08/2018,3.11.1,4.1 and up
ZALORAFashionShopping,SHOPPING,4.2,142512,15M,10000000,Free,0,Everyone,Shopping,25/07/2018,6.2.0,4.1 and up
DermatologyAtlasColoredIllustrative,MEDICAL,5,3,20M,100,Free,0,Everyone,Medical,19/07/2018,1,4.1 and up
CochraneLibrary,MEDICAL,3.7,3,10.0M,100,Free,0,Everyone,Medical,17/07/2018,1.5.0,4.1 and up
InterpretChestXRayWithCases,MEDICAL,4.6,5,11M,100,Free,0,Everyone,Medical,03/08/2018,1,4.1 and up
BasicsofOrthopaedics,MEDICAL,5,1,5.6M,10,Free,0,Everyone,Medical,27/07/2018,1,4.1 and up
MessagesTextandVideoChatforMessenger,SOCIAL,4.4,49173,4.0M,10000000,Free,0,Everyone,Social,04/06/2018,1.24,4.1 and up
tkr,MEDICAL,4.6,17,14M,1000,Free,0,Everyone,Medical,11/07/2018,1.9.0.0,4.1 and up
HideSomethingPhotoVideo,SOCIAL,4.6,225103,5.3M,5000000,Free,0,Everyone,Social,13/06/2018,5.1.1,4.1 and up
LippincottNursingAdvisor,MEDICAL,3.8,343,26M,50000,Free,0,Everyone,Medical,01/05/2018,3.3.1,4.1 and up
CTScanCrossSectionalAnatomy,MEDICAL,4.3,10,46M,100,Free,0,Everyone,Medical,19/07/2018,5.0.16,4.1 and up
TinnitusAlleviator,MEDICAL,3.1,82,42M,5000,Free,0,Everyone,Medical,23/12/2017,1.6.17,4.1 and up
NursingCentral,MEDICAL,4.3,168,5.8M,10000,Free,0,Everyone,Medical,29/01/2018,2.7.38,4.1 and up
ChristellaVoiceUp,MEDICAL,4.1,38,70M,5000,Free,0,Everyone,Medical,12/07/2018,2.1.4,4.1 and up
DavissDrugGuide,MEDICAL,3.9,272,6.4M,50000,Free,0,Everyone,Medical,11/12/2017,2.7.36,4.1 and up
abeoCoder,MEDICAL,3.1,83,3.2M,10000,Free,0,Everyone,Medical,30/07/2018,6.6,4.1 and up
StocardRewardsCardsWallet,SHOPPING,4.6,284725,20M,10000000,Free,0,Everyone,Shopping,31/07/2018,7.2.1,4.1 and up
CallControlCallBlocker,COMMUNICATION,4.4,93825,11M,5000000,Free,0,Everyone,Communication,05/07/2018,2.17.3,4.1 and up
SyncMECallerIDBlock,COMMUNICATION,4.5,205739,17M,5000000,Free,0,Everyone,Communication,26/07/2018,4.5.4,4.1 and up
DaBangRentalHomesinKorea,HOUSE_AND_HOME,4.4,23013,26M,5000000,Free,0,Everyone,House & Home,17/07/2018,3.2.4,4.1 and up
CallAppCallerIDBlockerPhoneCallRecorder,COMMUNICATION,4.4,483565,20M,10000000,Free,0,Everyone,Communication,29/07/2018,1.286,4.1 and up
WhoscallCallerIDBlock,COMMUNICATION,4.4,552441,29M,10000000,Free,0,Everyone,Communication,01/08/2018,6.19.1,4.1 and up
textPlusFreeTextCalls,SOCIAL,4.1,382120,28M,10000000,Free,0,Everyone,Social,26/07/2018,7.3.1,4.1 and up
FreephonecallsfreetextingSMSonfreenumber,SOCIAL,4.5,412725,35M,10000000,Free,0,Everyone,Social,31/07/2018,3.8.1,4.1 and up
CJmall,SHOPPING,3.6,18252,10M,10000000,Free,0,Everyone,Shopping,06/08/2018,6.3.8,4.1 and up
HomeShoppingOnlyinappsoffoff,SHOPPING,4.2,42750,9.9M,10000000,Free,0,Everyone,Shopping,04/08/2018,2.8.7,4.1 and up
ShopeeNoOnlineShopping,SHOPPING,4.3,94294,30M,10000000,Free,0,Everyone,Shopping,23/07/2018,2.25.17,4.1 and up
ShopeeNoOnlineShopping,SHOPPING,4.2,608753,30M,10000000,Free,0,Everyone,Shopping,23/07/2018,2.25.17,4.1 and up
GSSHOP,SHOPPING,3.8,44255,15M,10000000,Free,0,Everyone,Shopping,03/08/2018,6.0.4,4.1 and up
WishShoppingMadeFun,SHOPPING,4.5,6210998,15M,100000000,Free,0,Everyone,Shopping,03/08/2018,4.20.5,4.1 and up
Shrimpskinshoppingspendlessbuybetter,SHOPPING,4.2,106798,30M,5000000,Free,0,Everyone,Shopping,23/07/2018,2.25.17,4.1 and up
OLXBuyandSell,SHOPPING,4.2,857923,18M,50000000,Free,0,Everyone,Shopping,31/07/2018,11.7.3.0,4.1 and up
DiscoverMobile,FINANCE,4.6,87951,68M,5000000,Free,0,Everyone,Finance,23/07/2018,9.7.0,4.1 and up
PopeyesApp,FOOD_AND_DRINK,3.7,61,11M,50000,Free,0,Everyone,Food & Drink,23/07/2018,1.0.2,4.1 and up
GoBank,FINANCE,4.4,5950,12M,500000,Free,0,Everyone,Finance,01/06/2018,2.131,4.1 and up
PeriodTrackerCluePeriodandOvulationTracker,HEALTH_AND_FITNESS,4.8,570242,20M,10000000,Free,0,Everyone,Health & Fitness,02/08/2018,5.0.2,4.1 and up
PizzaHut,FOOD_AND_DRINK,4.4,321134,30M,10000000,Free,0,Everyone,Food & Drink,12/06/2018,4.7.0,4.1 and up
TheForkRestaurantsbookingandspecialoffers,FOOD_AND_DRINK,4.3,37517,17M,5000000,Free,0,Everyone,Food & Drink,20/07/2018,11.11.1,4.1 and up
PedometerStepCounterWeightLossTrackerApp,HEALTH_AND_FITNESS,4.6,548021,27M,10000000,Free,0,Everyone,Health & Fitness,02/08/2018,p5.7.1,4.1 and up
StepCounterPedometerFreeCalorieCounter,HEALTH_AND_FITNESS,4.7,117925,7.0M,10000000,Free,0,Everyone,Health & Fitness,24/07/2018,1.0.26,4.1 and up
RunningJogging,HEALTH_AND_FITNESS,4.5,6238,3.9M,500000,Free,0,Everyone,Health & Fitness,30/07/2018,1.1.22,4.1 and up
Technutricaloriecounterdietandcarbtracker,HEALTH_AND_FITNESS,4.4,70416,23M,5000000,Free,0,Everyone,Health & Fitness,27/07/2018,3.19.4,4.1 and up
TalkingAngela,ENTERTAINMENT,3.7,1828284,52M,100000000,Free,0,Everyone,Entertainment,12/07/2018,2.8.2,4.1 and up
HelloTalkChatSpeakLearnForeignLanguages,EDUCATION,4.4,84309,41M,5000000,Free,0,Everyone,Education,25/07/2018,2.6.6,4.1 and up
ClassDojo,EDUCATION,4.4,148550,59M,10000000,Free,0,Everyone,Education;Education,03/08/2018,4.21.1,4.1 and up
WorkoutTrackerGymTrainerFitnessLogBook,HEALTH_AND_FITNESS,4.6,5420,21M,500000,Free,0,Everyone,Health & Fitness,05/06/2018,2.48.3,4.1 and up
WeightWatchersMobile,HEALTH_AND_FITNESS,4.2,270267,58M,5000000,Free,0,Everyone,Health & Fitness,31/07/2018,6.15.0,4.1 and up
CyclingBikeTracker,HEALTH_AND_FITNESS,4.5,9116,4.0M,500000,Free,0,Everyone,Health & Fitness,30/07/2018,1.1.22,4.1 and up
LoseBellyFatHomeAbsFitnessWorkout,HEALTH_AND_FITNESS,4.6,199,8.8M,50000,Free,0,Everyone,Health & Fitness,24/07/2018,1.0.7,4.1 and up
FabulousMotivateMeMeditateRelaxSleep,HEALTH_AND_FITNESS,4.6,205299,31M,5000000,Free,0,Everyone,Health & Fitness,16/07/2018,3.48,4.1 and up
CanvaPosterbannercardmakergraphicdesign,ART_AND_DESIGN,4.7,174531,24M,10000000,Free,0,Everyone,Art & Design,31/07/2018,1.6.1,4.1 and up
PopsicleSticksandSimilarDIYCraftIdeas,ART_AND_DESIGN,4.2,26,12M,10000,Free,0,Everyone,Art & Design,03/01/2018,1.0.0,4.1 and up
HipChatChatBuiltforTeams,BUSINESS,3.8,5868,20M,500000,Free,0,Everyone,Business,03/07/2018,3.19.005,4.1 and up
Zenefits,BUSINESS,4.2,296,14M,50000,Free,0,Everyone,Business,15/06/2018,3.2.1,4.1 and up
FastScannerFreePDFScan,BUSINESS,4.5,103755,14M,10000000,Free,0,Everyone,Business,11/07/2018,3.9.2,4.1 and up
PhotoDesignerWriteyournamewithshapes,ART_AND_DESIGN,4.7,3632,5.5M,500000,Free,0,Everyone,Art & Design,31/07/2018,3.1,4.1 and up
ibisPaintX,ART_AND_DESIGN,4.6,224399,31M,10000000,Free,0,Everyone,Art & Design,30/07/2018,5.5.4,4.1 and up
HDMickeyMinnieWallpapers,ART_AND_DESIGN,4.7,118,23M,50000,Free,0,Everyone,Art & Design,07/07/2018,1.1.3,4.1 and up
GooglePrimer,BUSINESS,4.4,62272,18M,10000000,Free,0,Everyone,Business,26/06/2018,3.550.2,4.1 and up
CurriculumvitaeAppCVBuilderFreeResumeMaker,BUSINESS,4.5,4458,3.9M,500000,Free,0,Everyone,Business,08/07/2018,3.3,4.1 and up
OfficeSuiteFreeOfficePDFEditor,BUSINESS,4.3,1002861,35M,100000000,Free,0,Everyone,Business,02/08/2018,9.7.14188,4.1 and up
PolarisOfficeforLG,BUSINESS,4.2,30847,55M,5000000,Free,0,Everyone,Business,08/02/2018,7.3.21,4.1 and up
RecipesPastriesandhomemadepiesMorethanrecipesforpastries,FOOD_AND_DRINK,4.7,14065,7.1M,500000,Free,0,Everyone,Food & Drink,12/06/2018,1.2.2,4.1 and up
ChefRecipesCooking,FOOD_AND_DRINK,4.1,32405,12M,5000000,Free,0,Everyone,Food & Drink,03/07/2018,3.3.21,4.1 and up
SarashpazPapionCookingwithChefBowls,FOOD_AND_DRINK,4.8,1250,13M,50000,Free,0,Everyone,Food & Drink,28/07/2018,3.2.7,4.1 and up
OxfordDictionaryofEnglishFree,BOOKS_AND_REFERENCE,4.1,363934,7.1M,10000000,Free,0,Everyone,Books & Reference,11/07/2018,9.1.363,4.1 and up
TeachMeAnatomy,MEDICAL,4.7,9945,97M,500000,Free,0,Everyone,Medical,05/07/2018,5.11,4.1 and up
SuperHearingSuperEarAmplifier,MEDICAL,4.1,21,20M,1000,Free,0,Everyone,Medical,11/06/2018,1.1,4.1 and up
LabCorpPatient,MEDICAL,3.6,27,28M,10000,Free,0,Everyone,Medical,19/04/2018,1.0.0,4.1 and up
SonicCloudHearingApp,MEDICAL,4.4,15,39M,1000,Free,0,Everyone,Medical,19/07/2018,1.16.0,4.1 and up
MinuteClinicalConsult,MEDICAL,4.1,84,6.1M,10000,Free,0,Everyone,Medical,11/12/2017,2.7.36,4.1 and up
ClearCareGoCaregiver,MEDICAL,4.2,1746,16M,50000,Free,0,Everyone,Medical,25/07/2018,2.1.3,4.1 and up
MyCalendarPeriodTracker,MEDICAL,4.7,156410,14M,5000000,Free,0,Everyone,Medical,03/08/2018,5.9.6,4.1 and up
BloodDonor,MEDICAL,4.2,4476,20M,500000,Free,0,Everyone,Medical,31/07/2018,1.6.2,4.1 and up
BloodPressure,MEDICAL,4.2,33033,7.4M,5000000,Free,0,Everyone,Medical,24/07/2018,3.27.3,4.1 and up
Diarywithlock,LIFESTYLE,4.6,815893,4.4M,10000000,Free,0,Everyone,Lifestyle,30/06/2018,4.9,4.1 and up
Zara,LIFESTYLE,4.3,95904,33M,10000000,Free,0,Everyone,Lifestyle,30/07/2018,4.1.0,4.1 and up
HomestylerInteriorDesignDecoratingIdeas,LIFESTYLE,4.1,78298,29M,5000000,Free,0,Everyone,Lifestyle,02/08/2018,3.1.2.1,4.1 and up
AngryBirds,GAME,4.6,3883589,57M,100000000,Free,0,Everyone,Casual,26/07/2018,2.21.1,4.1 and up
LudoDz,GAME,4.5,17,28M,500,Free,0,Everyone,Board,27/08/2017,1,4.1 and up
GtoGConverterSimulator,TOOLS,4.2,268,2.4M,10000,Free,0,Everyone,Tools,21/02/2018,3.0.0,4.1 and up
TuberculoseDz,MEDICAL,4.9,26,6.1M,1000,Free,0,Everyone,Medical,06/11/2016,1.0.7,4.1 and up
DZPopupVideoPlayer,VIDEO_PLAYERS,4.5,83,4.5M,5000,Free,0,Everyone,Video Players & Editors,16/05/2018,4.6,4.1 and up
TNEBReading,TOOLS,4.1,28,2.5M,10000,Free,0,Everyone,Tools,19/10/2017,1.3,4.1 and up
